major,contig,power,maxdem,mindem,years,class
0,1,0.250043899,8,7,3,1
0,1,0.255163997,1,-6,16,1
0,0,0.494203597,7,-9,44,0
0,0,0.980113626,1,-7,30,0
0,0,0.195990995,-5,-7,28,0
0,0,0.0531944,8,-6,1,0
0,0,0.052010201,-7,-10,29,0
0,0,0.632970095,-7,-7,19,0
0,0,0.097307302,8,2,44,0
0,0,0.151322395,10,-2,44,0
1,1,0.031654499,10,-7,2,1
0,0,0.036395099,10,-10,19,0
1,1,0.0017445,-7,-8,19,0
0,0,0.058991,10,2,35,0
0,0,0.47705391,-7,-8,29,0
0,0,0.022414301,7,-6,16,0
0,0,0.171707302,9,-8,19,0
0,0,0.803758979,-6,-7,30,0
0,0,0.016736399,8,-10,22,0
1,0,0.722346187,8,-9,36,1
0,1,0.495875388,9,-7,16,1
0,0,0.26952529,-7,-8,19,0
0,0,0.444813609,10,9,44,0
0,0,0.090223998,-3,-7,30,0
0,0,0.147040799,7,3,44,0
1,0,0.0244286,10,10,38,0
0,0,0.111014701,4,-6,20,0
0,0,0.0098538,10,10,28,0
0,0,0.134258896,-7,-9,26,0
0,0,0.342173696,-2,-5,44,0
0,0,0.45919311,-7,-9,37,0
0,0,0.995220423,9,6,44,0
0,0,0.633712113,10,8,44,0
0,0,0.32994929,10,-2,15,0
0,0,0.388732791,-2,-9,28,0
0,0,0.090878502,10,-2,24,0
0,0,0.929816186,-2,-7,28,0
0,0,0.636363626,10,10,24,0
0,0,0.858439207,6,-7,27,0
0,0,0.436523199,9,-9,7,1
0,0,0.224057704,-2,-7,25,0
0,0,0.377791196,4,-7,29,0
0,1,0.034889899,10,-7,1,1
0,1,0.686702728,3,-9,0,1
0,0,0.675555587,10,-7,28,0
0,0,0.117177099,9,-7,28,0
0,0,0.827533484,-7,-7,19,0
0,1,0.449313611,-8,-9,5,1
0,0,0.54001838,10,8,44,0
0,0,0.163690403,10,-10,20,0
0,1,0.585865676,9,8,6,1
0,0,0.69013238,9,9,19,0
0,0,0.524844825,10,-6,31,0
0,0,0.209530398,8,6,27,0
1,1,0.178169593,0,-7,2,1
0,0,0.545776188,9,-7,20,0
0,0,0.330575198,10,-9,43,0
0,0,0.477945805,9,-9,0,1
0,1,0.729498506,10,-5,36,1
1,0,0.222324595,8,-8,31,1
0,1,0.837892711,9,-9,19,1
0,1,0.301086903,-3,-7,32,1
1,0,0.0065416,10,-6,30,0
0,0,0.279736996,9,-7,30,0
0,0,0.357656509,10,5,43,0
0,1,0.786064625,10,-5,38,1
0,0,0.809700608,8,8,45,0
0,0,0.65994972,10,8,0,0
0,0,0.608887315,9,-9,30,0
0,0,0.107914299,1,-9,45,0
0,0,0.015238,10,-6,45,0
0,0,0.032435499,9,-7,25,0
0,0,0.179967195,10,-10,20,0
0,0,0.388764292,10,8,45,0
0,0,0.125999302,8,7,45,0
0,0,0.765167713,-2,-7,26,0
1,0,0.039527498,9,6,16,0
1,0,0.0099552,10,8,0,0
1,0,0.014846,6,-7,28,0
1,0,0.038920801,10,-7,31,0
0,0,0.085018203,10,4,21,0
0,1,0.518690884,-9,-9,0,1
0,0,0.01287,10,10,26,0
0,0,0.082689904,9,6,45,0
0,0,0.0117733,-3,-10,23,0
0,0,0.296703309,9,2,19,0
0,0,0.0148174,9,8,1,0
0,0,0.188060895,10,-7,37,0
0,0,0.613430083,10,2,45,0
0,0,0.088918,7,-6,31,0
0,0,0.0533983,9,-7,31,0
0,0,0.709844589,6,-10,20,0
0,0,0.041978199,5,-6,31,0
0,0,0.220886901,8,6,27,0
0,0,0.169835195,8,-3,0,0
0,0,0.562350214,8,8,0,0
1,0,0.092435099,10,-6,1,1
0,0,0.69502598,10,-8,30,1
0,1,0.7956388,9,-9,1,1
0,0,0.186431304,10,-7,20,0
0,0,0.702037871,10,2,45,0
0,0,0.671968222,10,4,45,0
0,0,0.363556594,9,5,45,0
0,0,0.947115421,9,-6,1,0
0,1,0.256510705,8,7,0,1
0,0,0.075850502,10,10,45,0
0,0,0.134386495,-6,-8,31,0
1,1,0.133231193,10,10,1,1
1,0,0.0027739,9,6,31,0
0,0,0.224891901,10,9,31,0
0,0,0.995760083,9,-7,20,0
0,0,0.556586325,10,10,45,0
0,0,0.749211371,1,-6,31,0
0,0,0.151515096,-6,-7,17,0
0,1,0.853855014,7,6,1,1
0,0,0.389170289,2,-9,43,0
0,0,0.273771912,0,-7,20,0
0,0,0.025380701,10,4,16,0
1,0,0.305373192,10,-9,39,1
0,0,0.799131274,8,-7,42,0
0,1,0.71423471,8,-9,1,1
0,0,0.333171099,1,-6,1,0
0,0,0.604506612,10,-9,28,0
0,0,0.997737527,10,-5,36,0
0,0,0.234559298,4,-2,27,0
1,0,0.292165786,8,-5,46,1
0,0,0.133261606,9,-3,20,0
0,0,0.552643299,9,-5,46,1
1,0,0.242958799,-3,-7,46,0
0,1,0.329736888,-6,-7,3,1
0,0,0.026554201,10,6,46,0
0,0,0.363766104,10,10,46,0
0,0,0.927668214,10,-3,46,0
0,0,0.593794286,9,-7,20,0
0,0,0.478468895,-7,-8,21,0
0,1,0.167995095,1,-6,1,1
0,0,0.037145,-5,-9,1,0
0,0,0.469419807,10,-7,30,0
1,0,0.302581787,10,-5,45,1
1,0,0.02579,10,-3,12,1
1,0,0.0204076,6,5,1,1
0,0,0.075728402,9,1,35,0
0,0,0.587608218,-3,-5,36,0
1,0,0.016377101,10,-7,46,0
0,0,0.020140599,9,-2,32,0
0,0,0.564218521,7,-7,1,0
0,0,0.672537386,9,-7,40,0
0,0,0.269960493,-3,-7,43,0
0,0,0.371325314,-7,-9,40,0
0,1,0.212276697,5,-5,15,1
0,1,0.88416189,10,-5,46,1
1,1,0.058145899,10,6,3,1
0,0,0.798294425,10,9,46,0
1,1,0.0141995,8,6,1,1
0,0,0.051901601,-2,-5,32,0
0,1,0.493609101,9,9,46,0
1,0,0.116181001,10,-7,25,0
0,0,0.027499899,8,1,32,0
0,0,0.0368785,4,-7,26,0
0,0,0.113537103,10,8,30,0
0,0,0.197526798,9,-8,32,0
0,0,0.460879803,10,8,46,0
1,0,0.0017828,6,-6,18,0
0,0,0.712284029,8,1,1,0
0,0,0.256862313,10,-7,46,0
0,0,0.044462401,6,-7,26,0
0,0,0.65875107,8,-7,1,0
0,0,0.955482125,-7,-10,43,0
0,0,0.575165212,10,-5,46,1
1,0,0.327150792,10,10,40,0
0,0,0.0036514,10,8,17,1
0,0,0.625812411,2,-6,32,0
1,0,0.0078275,8,-8,21,0
1,0,0.997022688,8,7,1,0
1,0,0.113063499,8,8,1,0
0,0,0.297389299,-6,-10,21,0
1,0,0.182528093,10,-8,32,0
1,0,0.131444201,10,-7,18,0
0,0,0.543648005,10,10,46,0
0,0,0.433936,-5,-6,27,0
0,0,0.946608901,9,-9,21,0
0,0,0.729613721,6,-6,32,0
0,0,0.921526611,10,-9,1,0
0,0,0.967307687,10,10,1,0
0,0,0.281890392,2,-6,17,0
0,0,0.0358551,10,0,26,0
0,0,0.0096985,9,4,22,0
0,0,0.254288405,8,-7,43,0
0,0,0.846664727,-4,-9,36,0
0,0,0.367088705,8,8,46,0
0,0,0.0065292,10,-9,1,0
0,0,0.326923102,8,2,46,0
0,1,0.029911401,8,5,2,1
0,0,0.791104376,5,-7,1,0
1,1,0.044657201,6,4,1,1
0,1,0.293970704,10,-5,35,1
0,0,0.0125846,10,10,46,0
0,0,0.150141597,8,-7,46,0
0,0,0.0438293,-2,-10,24,0
0,1,0.417209893,10,9,46,0
0,1,0.926145017,9,-9,0,1
1,1,0.285813212,7,6,1,1
1,0,0.159728795,10,-3,46,0
0,0,0.838807285,0,-9,46,0
0,0,0.0325335,10,-7,46,0
0,0,0.485224605,-6,-9,1,0
0,1,0.982618809,5,-2,27,1
1,0,0.084985897,10,-9,0,1
0,0,0.105860099,10,4,1,0
1,0,0.0522567,10,-5,45,1
0,1,0.75631398,-6,-9,2,1
